ID,Joke
6824,"pregnant woman calls her mum............ ""hi mum, i don't wanna cause a panic but i'm out shopping and i think my waters have just broken"" "" oh my god!.........ok, just relax, now, where are you ringing from?"" ""my fanny to my ankles"""
6825,"i see that they have discovered a hidden pyramid......when they looked inside the explorers found a tomb containing a king, wrapped in gold.....when they unwrapped him, he was covered in chocolate and nuts. they reckon they've found the tomb of pharoah rocher."
6826,"i sell balloons for $1 each, or if you want them blown up it's $1.20. i've adjusted the price to allow for inflation."
6827,"every morning when i wake up, the first thing i do is make my bed. i think i'll return the piece of shit to ikea!"
6828,i've been going through a really rough period at work this week it's my own fault for swapping my tampax for sand paper.
6829,i've just bought a transparent megaphone. now everyone can hear me loud and clear.
6830,"i asked my mum what she had bought me for my birthday? she said, ""i've bought you an apple mac."" most people would be over the moon with hearing this, i'm not 'cause... my name is mac."
6831,"it's ok to kiss a nun , but, don't get into a habit ."
6832,"my new telly is brilliant, it shows 50 frames per second. i managed to watch the whole of the snooker world championships in less than a minute."
6833,i got sacked today from my job as a stage designer. but i left without making a scene
6834,the worst pub i've ever been to was called the fiddle. it really was a vile inn.
6835,some cocaine addicts get very glossy skin. it's the charlie sheen
6836,"i wanted to sue the airline because they damaged my luggage. i showed the badly damaged remains to my lawyer. he said ""you don't have much of a case."""
6837,i really wish i knew who kicked the jack under the car which i was working on........ .......... the suspension is killing me.
6838,"snatch, twat, fanny, cunt, pussy, box, split-arse, and of course vagina. just a few of the names i have given to my cats."
6839,"upon seeing my wife and my mate fucking in our bed, i noticed that they made a very beautiful couple. so i clubbed them together"
6840,"why did the chicken cross the road, to get to the other side. why did she want to go to the other side, to go to the pub. why did she want to go to the pub , to go to the toilet. why did she want to go to the toilet, because thats where ... read more..."
6841,"i started a revolution once. but i got dizzy, so i stopped!"
6842,"when the doctor told me that he had fitted a thermostat instead of a pacemaker, i was livid. it made my blood boil."
6843,two irish men walk into a bar. i would've thought one of them would have seen it.
6844,"i said to my mate down the pub, ""i fear my daughter's following in the tragic footsteps of amy winehouse"". ""why?"" he asked. ""do think she's developing a drug habit?"" ""no"", i said. ""the little slut keeps going back to black"""
6845,"a female plumber? yeah, i'd tap that."
6846,a clown opened the door for me today. it was a nice jester.
6847,due to the downturn in the economy my friend has had to close down his salt stall. he's really feeling the pinch.
6848,"sometimes, my secretary reminds me of my wife. i was unbuttoning her shirt the other day during our lunch break when she says ""remember, you have a wife."""
6849,i took the airline to court over my missing luggage. i lost my case!
6850,i do not have an obsession with tidiness. i just wanted to clear that up.
6851,just watched some midget wrestling. it was a short fight.
6852,"i was looking at the fruit in the bowl, thinking... how the fuck did i end up with a gay goldfish..."
6853,"i wouldn't say i'm superstitious, just a little stitious."
6854,"i found a hole in my trainer that's big enough to put my finger through. one formal complaint from her, and i'm now banned from the gym"
6855,"i just bought that new aftershave ""stalker"".... it's slightly stronger than obsession."
6856,my horse had a win at the races today. fuck knows how he filled in the betting slip.
6857,i've always been the kind of person who likes to think outside of the box. although it has harmed my career as a goalkeeper.
6858,all i got my wife for her birthday was a mirror. that'll show her who's boss.
6859,i was an emotional wedding. even the cake was in tiers.
6860,"i'm going to change my name to sparta so when i get introduced to people they can say ""this is sparta."""
6861,two in one people are siamese.
6862,"my son needed a bone marrow transplant & we found a perfect match in argentina. the operation took place & was a great success. my thanks go out to diego, marrow donor."
6863,i've got loads of jokes about undelivered letters. but people just don't get them.
6864,"my son is starting school soon and thinks the other children will pick on him because of his name. i said, ""don't be silly, someoneyourownsize, why would anyone pick on you?"""
6865,"just before i die, i'm going to change my name to off'. that way, when the hearse is driving to the church, it will have displayed on top of my coffin in flowers: r.i.p. off"
6866,i've read plumbing for idiots' twice and i still haven't got a clue what i'm doing. i guess it's going to take another few reads before this sinks in.
6867,"a man walks into a library and says ""i hope you don't have a book on reverse psychology."""
6868,a chinese baby was born prematurely. parents named him sudden lee.
6869,"scientists annoy me, they're always going on about boyle's law and archimedes' law. one came up to me and said: ""if you had an apple which experiences no net force, then its velocity is constant: the apple is either at rest, or it moves in a straight line with constant speed  newton's law"" so ... read more..."
6870,i went to the doctors this morning as i had a strawberry growing from my ear. he gave me some cream for it.
